Brand,Dealer Name Thai,Location,Dealer Name Eng,Location,Tel,Map,Latitude,Longitude
HONDA,บริษัท เอที ฮอนด้า ออโตโมบิล (ภาษีเจริญ) จำกัด,689/1 ถนนเพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160,"AT Honda Automobile (Phasricharoen) Co., Ltd.","689/1 Petchkasem Road, Bangwa, Phasi Charoen, Bangkok 10160",0 2455 8888,https://goo.gl/maps/1KTNQ3ktdK42,13.71253773,100.4307232
HONDA,บริษัท เอที ฮอนด้า ออโตโมบิล (สามพราน) จำกัด,25/444 หมู่ที่ 4 ถนนเพชรเกษม ตำบลอ้อมใหญ่ อำเภอสามพราน จังหวัดนครปฐม 73160,"AT Honda Automobile (Sampran) Co., Ltd.","25/444 Moo 4 Petchakasem Road, Omyai, Saphran, Nakhonpathom 73160",0 2420 6666,https://goo.gl/maps/CBbY2AQkAjH2,13.70956965,100.2678952
HONDA,บริษัท เอที ฮอนด้า ออโตโมบิล (เอกชัย - บางบอน) จำกัด,1283/1 ถนนเอกชัย แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,"AT Honda Automobile (Ekkachai - Bangbon) Co., Ltd.","1283/1 Ekkachai Road, Bangbon, Bangbon, Bangkok 10150",0 2453 8888,https://goo.gl/maps/ydHbykA8wUA2,13.64426685,100.3793159
HONDA,บริษัท แกรนด์ ฮอนด้า ออโตโมบิล จำกัด,845/1-2 ถนนลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,"Grand Honda Automobile Co., Ltd.","845/1-2 Latkrabang Road, Latkrabang, Latkrabang, Bangkok 10520",0 2181 2222,https://goo.gl/maps/DidHa8y5zUT2,13.72295612,100.7343372
HONDA,บริษัท ไนน์ ฮอนด้า ออโตโมบิล จำกัด,"9,9/1 ถนนประเสริฐมนูกิจ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230","Nine Honda Automobile Co., Ltd.","9, 9/1, Prasert-Manukit Road, Nuan Chan, Bueng Kum, Bangkok 10230",0 2033 5999,https://goo.gl/maps/Z3rvn14bk9s,13.82368753,100.6307007
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
